location,orientation,ac_scenario,case_name,Cooling,Fans,Heating,Interior Equipment,Interior Lighting,Total End Uses,hvac
Jakarta,South,FullHouse_AC,InsWall_1,510.82,34.29,0.0,2176.06,501.28,3222.45,545.11
Jakarta,South,FullHouse_AC,InsWall_2,510.82,34.29,0.0,2176.06,501.28,3222.45,545.11
Jakarta,South,FullHouse_AC,LowEWin_1,519.92,34.94,0.0,2176.06,501.28,3232.2,554.8599999999999
Jakarta,South,FullHouse_AC,LowEWin_2,510.89,34.34,0.0,2176.06,501.28,3222.57,545.23
Jakarta,South,FullHouse_AC,Overhang_1,567.7,38.17,0.0,2176.06,501.28,3283.21,605.87
Jakarta,South,FullHouse_AC,Shade_1,598.91,40.08,0.0,2176.06,501.28,3316.33,638.99
Jakarta,South,FullHouse_AC,Shade_2,512.07,34.36,0.0,2176.06,501.28,3223.77,546.4300000000001
Jakarta,South,FullHouse_AC,SolarWin_1,512.64,34.44,0.0,2176.06,501.28,3224.42,547.0799999999999
Jakarta,South,FullHouse_AC,SolarWin_2,470.58,31.61,0.0,2176.06,501.28,3179.53,502.19
Jakarta,South,No_AC,Baseline,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Jakarta,South,No_AC,CeilingFan_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Jakarta,South,No_AC,CeilingFan_2,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Jakarta,South,No_AC,CeilingFan_NoSetback_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Jakarta,South,No_AC,CeilingFan_NoSetback_2,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Jakarta,South,No_AC,CoolRoof_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Jakarta,South,No_AC,CoolRoof_2,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Jakarta,South,No_AC,CoolWall_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Jakarta,South,No_AC,CoolWall_2,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Jakarta,South,No_AC,HybridNV_OperationSchd_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Jakarta,South,No_AC,HybridNV_OperationSchd_2,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Jakarta,South,No_AC,HybridNV_WindowOpen_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Jakarta,South,No_AC,HybridNV_WindowOpen_2,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Jakarta,South,No_AC,InsRoof_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Jakarta,South,No_AC,InsRoof_2,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Jakarta,South,No_AC,InsWall_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Jakarta,South,No_AC,InsWall_2,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Jakarta,South,No_AC,LowEWin_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Jakarta,South,No_AC,LowEWin_2,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Jakarta,South,No_AC,Overhang_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Jakarta,South,No_AC,Shade_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Jakarta,South,No_AC,Shade_2,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Jakarta,South,No_AC,SolarWin_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Jakarta,South,No_AC,SolarWin_2,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Jakarta,West,Bedroom_AC_Only,Baseline,646.25,43.44,0.0,2176.06,501.28,3367.04,689.69
Jakarta,West,Bedroom_AC_Only,CeilingFan_1,242.69,15.86,0.0,2176.06,501.28,2935.88,258.55
Jakarta,West,Bedroom_AC_Only,CeilingFan_2,138.14,8.87,0.0,2176.06,501.28,2824.35,147.01
Jakarta,West,Bedroom_AC_Only,CeilingFan_NoSetback_1,646.25,43.44,0.0,2176.06,501.28,3367.04,689.69
Jakarta,West,Bedroom_AC_Only,CeilingFan_NoSetback_2,646.25,43.44,0.0,2176.06,501.28,3367.04,689.69
Jakarta,West,Bedroom_AC_Only,CoolRoof_1,600.22,40.34,0.0,2176.06,501.28,3317.91,640.5600000000001
Jakarta,West,Bedroom_AC_Only,CoolRoof_2,540.91,36.35,0.0,2176.06,501.28,3254.6,577.26
Jakarta,West,Bedroom_AC_Only,CoolWall_1,549.23,36.99,0.0,2176.06,501.28,3263.57,586.22
Jakarta,West,Bedroom_AC_Only,CoolWall_2,441.95,29.79,0.0,2176.06,501.28,3149.08,471.74
Jakarta,West,Bedroom_AC_Only,HybridNV_OperationSchd_1,564.75,37.83,0.0,2176.06,501.28,3279.92,602.58
Jakarta,West,Bedroom_AC_Only,HybridNV_OperationSchd_2,564.48,37.81,0.0,2176.06,501.28,3279.63,602.29
Jakarta,West,Bedroom_AC_Only,HybridNV_WindowOpen_1,515.56,34.44,0.0,2176.06,501.28,3227.34,550.0
Jakarta,West,Bedroom_AC_Only,HybridNV_WindowOpen_2,515.07,34.4,0.0,2176.06,501.28,3226.82,549.47
Jakarta,West,Bedroom_AC_Only,InsRoof_1,532.19,35.79,0.0,2176.06,501.28,3245.32,567.98
Jakarta,West,Bedroom_AC_Only,InsRoof_2,504.55,33.9,0.0,2176.06,501.28,3215.8,538.45
Jakarta,West,Bedroom_AC_Only,InsWall_1,565.93,38.06,0.0,2176.06,501.28,3281.33,603.99
Jakarta,West,Bedroom_AC_Only,InsWall_2,565.93,38.06,0.0,2176.06,501.28,3281.33,603.99
Jakarta,West,Bedroom_AC_Only,LowEWin_1,544.52,36.67,0.0,2176.06,501.28,3258.54,581.1899999999999
Jakarta,West,Bedroom_AC_Only,LowEWin_2,534.12,35.98,0.0,2176.06,501.28,3247.44,570.1
Jakarta,West,Bedroom_AC_Only,Overhang_1,604.84,40.71,0.0,2176.06,501.28,3322.89,645.5500000000001
Jakarta,West,Bedroom_AC_Only,Shade_1,691.48,46.13,0.0,2176.06,501.28,3414.95,737.61
Jakarta,West,Bedroom_AC_Only,Shade_2,553.8,37.16,0.0,2176.06,501.28,3268.31,590.9599999999999
Jakarta,West,Bedroom_AC_Only,SolarWin_1,538.65,36.25,0.0,2176.06,501.28,3252.25,574.9
Jakarta,West,Bedroom_AC_Only,SolarWin_2,486.12,32.75,0.0,2176.06,501.28,3196.21,518.87
Jakarta,West,FullHouse_AC,Baseline,927.21,62.25,0.0,2176.06,501.28,3666.79,989.46
Jakarta,West,FullHouse_AC,CeilingFan_1,368.03,24.03,0.0,2176.06,501.28,3069.4,392.05999999999995
Jakarta,West,FullHouse_AC,CeilingFan_2,216.29,13.88,0.0,2176.06,501.28,2907.51,230.17
Jakarta,West,FullHouse_AC,CeilingFan_NoSetback_1,927.21,62.25,0.0,2176.06,501.28,3666.79,989.46
Jakarta,West,FullHouse_AC,CeilingFan_NoSetback_2,927.21,62.25,0.0,2176.06,501.28,3666.79,989.46
Jakarta,West,FullHouse_AC,CoolRoof_1,859.06,57.67,0.0,2176.06,501.28,3594.07,916.7299999999999
Jakarta,West,FullHouse_AC,CoolRoof_2,770.4,51.71,0.0,2176.06,501.28,3499.45,822.11
Jakarta,West,FullHouse_AC,CoolWall_1,792.16,53.26,0.0,2176.06,501.28,3522.76,845.42
Jakarta,West,FullHouse_AC,CoolWall_2,636.82,42.83,0.0,2176.06,501.28,3356.99,679.6500000000001
Jakarta,West,FullHouse_AC,HybridNV_OperationSchd_1,831.18,55.63,0.0,2176.06,501.28,3564.16,886.81
Jakarta,West,FullHouse_AC,HybridNV_OperationSchd_2,830.86,55.61,0.0,2176.06,501.28,3563.81,886.47
Jakarta,West,FullHouse_AC,HybridNV_WindowOpen_1,760.72,50.76,0.0,2176.06,501.28,3488.83,811.48
Jakarta,West,FullHouse_AC,HybridNV_WindowOpen_2,760.02,50.72,0.0,2176.06,501.28,3488.07,810.74
Jakarta,West,FullHouse_AC,InsRoof_1,754.06,50.66,0.0,2176.06,501.28,3482.06,804.7199999999999
Jakarta,West,FullHouse_AC,InsRoof_2,713.18,47.88,0.0,2176.06,501.28,3438.4,761.06
Jakarta,West,FullHouse_AC,InsWall_1,805.11,54.08,0.0,2176.06,501.28,3536.53,859.19
Jakarta,West,FullHouse_AC,InsWall_2,805.11,54.08,0.0,2176.06,501.28,3536.53,859.19
Jakarta,West,FullHouse_AC,LowEWin_1,782.59,52.63,0.0,2176.06,501.28,3512.56,835.22
Jakarta,West,FullHouse_AC,LowEWin_2,767.49,51.62,0.0,2176.06,501.28,3496.45,819.11
Jakarta,West,FullHouse_AC,Overhang_1,869.84,58.46,0.0,2176.06,501.28,3605.64,928.3000000000001
Jakarta,West,FullHouse_AC,Shade_1,995.6,66.31,0.0,2176.06,501.28,3739.24,1061.91
Jakarta,West,FullHouse_AC,Shade_2,804.89,53.91,0.0,2176.06,501.28,3536.14,858.8
Jakarta,West,FullHouse_AC,SolarWin_1,774.92,52.07,0.0,2176.06,501.28,3504.34,826.99
Jakarta,West,FullHouse_AC,SolarWin_2,699.03,47.02,0.0,2176.06,501.28,3423.39,746.05
Jakarta,West,No_AC,Baseline,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Jakarta,West,No_AC,CeilingFan_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Jakarta,West,No_AC,CeilingFan_2,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Jakarta,West,No_AC,CeilingFan_NoSetback_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Jakarta,West,No_AC,CeilingFan_NoSetback_2,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Jakarta,West,No_AC,CoolRoof_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Jakarta,West,No_AC,CoolRoof_2,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Jakarta,West,No_AC,CoolWall_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Jakarta,West,No_AC,CoolWall_2,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Jakarta,West,No_AC,HybridNV_OperationSchd_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Jakarta,West,No_AC,HybridNV_OperationSchd_2,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Jakarta,West,No_AC,HybridNV_WindowOpen_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Jakarta,West,No_AC,HybridNV_WindowOpen_2,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Jakarta,West,No_AC,InsRoof_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Jakarta,West,No_AC,InsRoof_2,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Jakarta,West,No_AC,InsWall_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Jakarta,West,No_AC,InsWall_2,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Jakarta,West,No_AC,LowEWin_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Jakarta,West,No_AC,LowEWin_2,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Jakarta,West,No_AC,Overhang_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Jakarta,West,No_AC,Shade_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Jakarta,West,No_AC,Shade_2,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Jakarta,West,No_AC,SolarWin_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Jakarta,West,No_AC,SolarWin_2,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Padang,South,Bedroom_AC_Only,Baseline,413.05,27.91,0.0,2176.06,501.28,3118.3,440.96000000000004
Padang,South,Bedroom_AC_Only,CeilingFan_1,100.19,6.58,0.0,2176.06,501.28,2784.12,106.77
Padang,South,Bedroom_AC_Only,CeilingFan_2,42.39,2.73,0.0,2176.06,501.28,2722.46,45.12
Padang,South,Bedroom_AC_Only,CeilingFan_NoSetback_1,413.05,27.91,0.0,2176.06,501.28,3118.3,440.96000000000004
Padang,South,Bedroom_AC_Only,CeilingFan_NoSetback_2,413.05,27.91,0.0,2176.06,501.28,3118.3,440.96000000000004
Padang,South,Bedroom_AC_Only,CoolRoof_1,375.29,25.34,0.0,2176.06,501.28,3077.97,400.63
Padang,South,Bedroom_AC_Only,CoolRoof_2,325.95,21.98,0.0,2176.06,501.28,3025.28,347.93
Padang,South,Bedroom_AC_Only,CoolWall_1,351.45,23.76,0.0,2176.06,501.28,3052.55,375.21
Padang,South,Bedroom_AC_Only,CoolWall_2,283.15,19.1,0.0,2176.06,501.28,2979.59,302.25
Padang,South,Bedroom_AC_Only,HybridNV_OperationSchd_1,350.3,23.59,0.0,2176.06,501.28,3051.23,373.89
Padang,South,Bedroom_AC_Only,HybridNV_OperationSchd_2,349.94,23.57,0.0,2176.06,501.28,3050.86,373.51
Padang,South,Bedroom_AC_Only,HybridNV_WindowOpen_1,252.26,16.84,0.0,2176.06,501.28,2946.45,269.09999999999997
Padang,South,Bedroom_AC_Only,HybridNV_WindowOpen_2,251.86,16.82,0.0,2176.06,501.28,2946.02,268.68
Padang,South,Bedroom_AC_Only,InsRoof_1,314.95,21.25,0.0,2176.06,501.28,3013.54,336.2
Padang,South,Bedroom_AC_Only,InsRoof_2,289.6,19.51,0.0,2176.06,501.28,2986.46,309.11
Padang,South,Bedroom_AC_Only,InsWall_1,345.01,23.29,0.0,2176.06,501.28,3045.65,368.3
Padang,South,Bedroom_AC_Only,InsWall_2,345.01,23.29,0.0,2176.06,501.28,3045.65,368.3
Padang,South,Bedroom_AC_Only,LowEWin_1,353.83,23.92,0.0,2176.06,501.28,3055.08,377.75
Padang,South,Bedroom_AC_Only,LowEWin_2,347.95,23.52,0.0,2176.06,501.28,3048.81,371.46999999999997
Padang,South,Bedroom_AC_Only,Overhang_1,384.54,26.0,0.0,2176.06,501.28,3087.88,410.54
Padang,South,Bedroom_AC_Only,Shade_1,405.24,27.28,0.0,2176.06,501.28,3109.86,432.52
Padang,South,Bedroom_AC_Only,Shade_2,345.76,23.33,0.0,2176.06,501.28,3046.43,369.09
Padang,South,Bedroom_AC_Only,SolarWin_1,348.37,23.53,0.0,2176.06,501.28,3049.25,371.9
Padang,South,Bedroom_AC_Only,SolarWin_2,318.54,21.51,0.0,2176.06,501.28,3017.4,340.05
Padang,South,FullHouse_AC,Baseline,548.41,37.04,0.0,2176.06,501.28,3262.79,585.4499999999999
Padang,South,FullHouse_AC,CeilingFan_1,130.66,8.59,0.0,2176.06,501.28,2816.6,139.25
Padang,South,FullHouse_AC,CeilingFan_2,51.45,3.31,0.0,2176.06,501.28,2732.1,54.760000000000005
Padang,South,FullHouse_AC,CeilingFan_NoSetback_1,548.41,37.04,0.0,2176.06,501.28,3262.79,585.4499999999999
Padang,South,FullHouse_AC,CeilingFan_NoSetback_2,548.41,37.04,0.0,2176.06,501.28,3262.79,585.4499999999999
Padang,South,FullHouse_AC,CoolRoof_1,497.11,33.55,0.0,2176.06,501.28,3207.99,530.66
Padang,South,FullHouse_AC,CoolRoof_2,430.59,29.02,0.0,2176.06,501.28,3136.95,459.60999999999996
Padang,South,FullHouse_AC,CoolWall_1,469.44,31.71,0.0,2176.06,501.28,3178.49,501.15
Padang,South,FullHouse_AC,CoolWall_2,379.63,25.58,0.0,2176.06,501.28,3082.55,405.21
Padang,South,FullHouse_AC,HybridNV_OperationSchd_1,479.07,32.27,0.0,2176.06,501.28,3188.68,511.34
Padang,South,FullHouse_AC,HybridNV_OperationSchd_2,478.63,32.24,0.0,2176.06,501.28,3188.21,510.87
Padang,South,FullHouse_AC,HybridNV_WindowOpen_1,342.77,22.89,0.0,2176.06,501.28,3043.0,365.65999999999997
Padang,South,FullHouse_AC,HybridNV_WindowOpen_2,342.27,22.85,0.0,2176.06,501.28,3042.47,365.12
Padang,South,FullHouse_AC,InsRoof_1,414.75,27.95,0.0,2176.06,501.28,3120.04,442.7
Padang,South,FullHouse_AC,InsRoof_2,380.62,25.63,0.0,2176.06,501.28,3083.59,406.25
Padang,South,FullHouse_AC,InsWall_1,455.55,30.73,0.0,2176.06,501.28,3163.62,486.28000000000003
Padang,South,FullHouse_AC,InsWall_2,455.55,30.73,0.0,2176.06,501.28,3163.62,486.28000000000003
Padang,South,FullHouse_AC,LowEWin_1,471.46,31.84,0.0,2176.06,501.28,3180.64,503.29999999999995
Padang,South,FullHouse_AC,LowEWin_2,463.71,31.31,0.0,2176.06,501.28,3172.36,495.02
Padang,South,FullHouse_AC,Overhang_1,512.62,34.64,0.0,2176.06,501.28,3224.6,547.26
Padang,South,FullHouse_AC,Shade_1,537.85,36.2,0.0,2176.06,501.28,3251.39,574.0500000000001
Padang,South,FullHouse_AC,Shade_2,462.98,31.22,0.0,2176.06,501.28,3171.54,494.20000000000005
Padang,South,FullHouse_AC,SolarWin_1,464.29,31.34,0.0,2176.06,501.28,3172.97,495.63
Padang,South,FullHouse_AC,SolarWin_2,425.42,28.7,0.0,2176.06,501.28,3131.47,454.12
Padang,South,No_AC,Baseline,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Padang,South,No_AC,CeilingFan_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Padang,South,No_AC,CeilingFan_2,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Padang,South,No_AC,CeilingFan_NoSetback_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Padang,South,No_AC,CeilingFan_NoSetback_2,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Padang,South,No_AC,CoolRoof_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Padang,South,No_AC,CoolRoof_2,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Padang,South,No_AC,CoolWall_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Padang,South,No_AC,CoolWall_2,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Padang,South,No_AC,HybridNV_OperationSchd_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Padang,South,No_AC,HybridNV_OperationSchd_2,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Padang,South,No_AC,HybridNV_WindowOpen_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Padang,South,No_AC,HybridNV_WindowOpen_2,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Padang,South,No_AC,InsRoof_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Padang,South,No_AC,InsRoof_2,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Padang,South,No_AC,InsWall_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Padang,South,No_AC,InsWall_2,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Padang,South,No_AC,LowEWin_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Padang,South,No_AC,LowEWin_2,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Padang,South,No_AC,Overhang_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Padang,South,No_AC,Shade_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Padang,South,No_AC,Shade_2,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Padang,South,No_AC,SolarWin_1,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Padang,South,No_AC,SolarWin_2,0.0,0.0,0.0,2176.06,501.28,2677.34,0.0
Padang,West,Bedroom_AC_Only,Baseline,588.18,39.78,0.0,2176.06,501.28,3305.3,627.9599999999999
Padang,West,Bedroom_AC_Only,CeilingFan_1,225.06,14.79,0.0,2176.06,501.28,2917.19,239.85
Padang,West,Bedroom_AC_Only,CeilingFan_2,129.92,8.4,0.0,2176.06,501.28,2815.67,138.32
Padang,West,Bedroom_AC_Only,CeilingFan_NoSetback_1,588.18,39.78,0.0,2176.06,501.28,3305.3,627.9599999999999
Padang,West,Bedroom_AC_Only,CeilingFan_NoSetback_2,588.18,39.78,0.0,2176.06,501.28,3305.3,627.9599999999999
Padang,West,Bedroom_AC_Only,CoolRoof_1,542.37,36.67,0.0,2176.06,501.28,3256.39,579.04
Padang,West,Bedroom_AC_Only,CoolRoof_2,484.09,32.7,0.0,2176.06,501.28,3194.13,516.79
Padang,West,Bedroom_AC_Only,CoolWall_1,491.92,33.31,0.0,2176.06,501.28,3202.57,525.23
Padang,West,Bedroom_AC_Only,CoolWall_2,384.07,25.99,0.0,2176.06,501.28,3087.41,410.06
Padang,West,Bedroom_AC_Only,HybridNV_OperationSchd_1,495.68,33.39,0.0,2176.06,501.28,3206.4,529.07
Padang,West,Bedroom_AC_Only,HybridNV_OperationSchd_2,494.96,33.34,0.0,2176.06,501.28,3205.64,528.3
Padang,West,Bedroom_AC_Only,HybridNV_WindowOpen_1,364.92,24.34,0.0,2176.06,501.28,3066.59,389.26
Padang,West,Bedroom_AC_Only,HybridNV_WindowOpen_2,363.84,24.27,0.0,2176.06,501.28,3065.45,388.10999999999996
Padang,West,Bedroom_AC_Only,InsRoof_1,476.37,32.2,0.0,2176.06,501.28,3185.91,508.57
Padang,West,Bedroom_AC_Only,InsRoof_2,449.14,30.33,0.0,2176.06,501.28,3156.81,479.46999999999997
Padang,West,Bedroom_AC_Only,InsWall_1,509.85,34.48,0.0,2176.06,501.28,3221.67,544.33
Padang,West,Bedroom_AC_Only,InsWall_2,509.85,34.48,0.0,2176.06,501.28,3221.67,544.33
Padang,West,Bedroom_AC_Only,LowEWin_1,497.52,33.69,0.0,2176.06,501.28,3208.56,531.21
Padang,West,Bedroom_AC_Only,LowEWin_2,488.65,33.1,0.0,2176.06,501.28,3199.08,521.75
